Overdrive Name,Overdrive Link,Country,Region,Collection Size,Ebooks,Audiobooks,Magazines
South Island,https://southisland.overdrive.com,New Zealand,South Island,14848,12205,2643,0
Moore Memorial Public Library,https://mmpl.overdrive.com,United States,Texas,14836,11691,3143,0
Buena Park Library District,https://buenapark.overdrive.com,United States,California,14801,9105,950,4745
Merri-bek Libraries,https://virtualmerri-bek.overdrive.com,Australia,Victoria,14695,6857,3091,4746
Canterbury-Bankstown Council,https://canterburybankstownnsw.overdrive.com,Australia,New South Wales,14514,6613,3144,4756
Monterey County Free Libraries,https://emcfl.overdrive.com,United States,California,14513,5566,4280,4667
Western Cape Provincial Library,https://westerncape.overdrive.com,South Africa,Western Cape,14472,12941,1531,0
Sequoyah Regional Library System,https://sequoyah.overdrive.com,United States,Georgia,14466,10822,3644,0
First Regional Library,https://first.overdrive.com,United States,Mississippi,14407,6641,3079,4687
London Borough of Richmond upon Thames,https://lbrut.overdrive.com,United Kingdom,London,14377,9280,1696,3400
County of San Luis Obispo Public Libraries,https://slolibrary.overdrive.com,United States,California,14275,7242,2353,4679
Randolph County Public Library,https://randolph.overdrive.com,United States,North Carolina,14238,8642,845,4751
North Country Library System,https://northcountrylibraries.overdrive.com,United States,New York,14194,10489,3702,0
Ku-ring-gai Library,https://krgnsw.overdrive.com,Australia,New South Wales,14185,7763,1672,4749
Clay County Public Library System,https://claycofl.overdrive.com,United States,Florida,14179,6048,3448,4683
Lambeth Libraries,https://lambethuk.overdrive.com,United Kingdom,London,14171,7426,2045,4698
North Yorkshire Libraries,https://northyorks.overdrive.com,United Kingdom,England,14170,4041,5518,4610
Yoichi Town Library,https://yoichi-library.overdrive.com,Japan,Hokkaido,14153,14153,0,0
Brimbank Libraries,https://brimbanklibraries.overdrive.com,Australia,Victoria,14059,8913,392,4754
Valley Digital Library,https://vdl.overdrive.com,United States,Alabama,14005,8429,5575,0
Central Coast Library Service,https://centralcoast.overdrive.com,Australia,New South Wales,13996,7259,1997,4740
Public Libraries of Saginaw,https://saginawlibrary.overdrive.com,United States,Michigan,13882,6954,2259,4668
Thomas Branigan Memorial Library,https://thomasbran.overdrive.com,United States,New Mexico,13871,5222,3895,4753
Saint Clair County Library,https://stclaircounty.overdrive.com,United States,Michigan,13811,6255,2881,4675
Grand Prairie Public Library System,https://gptx.overdrive.com,United States,Texas,13745,11469,2274,0
City of Sydney Library Network,https://cityofsydney.overdrive.com,Australia,New South Wales,13744,8102,865,4776
Cedar Falls and Waterloo Public Libraries,https://cfwpl.overdrive.com,United States,Iowa,13596,10318,3278,0
Capital Library,https://clcn.overdrive.com,China,China,13561,11062,2499,0
Little Libraries That Could,https://lltc.overdrive.com,United States,Arizona,13481,8167,568,4746
Bridgeport Public Library,https://bportlibrary.overdrive.com,United States,Connecticut,13478,6428,2376,4673
Tamaki Town Library,https://tamaki-town-library.overdrive.com,Japan,Japan,13390,13390,0,0
Erie County Public Library,https://erielibrary.overdrive.com,United States,Pennsylvania,13390,10020,3366,0
Easton Library District,https://eastonpl.overdrive.com,United States,Pennsylvania,13323,8430,173,4720
LIT Library,https://lit.overdrive.com,Philippines,Philippines,13231,8466,22,4743
eMedien Unterfranken,https://emu.overdrive.com,Germany,Germany,13201,11524,1677,0
Cardiff Libraries,https://cardiffuk.overdrive.com,United Kingdom,Wales,13199,7149,1387,4662
Ipswich Libraries,https://ipswichqld.overdrive.com,Australia,Queensland,13168,5211,3202,4754
Mid North Coast Library Service,https://midnorthcoast.overdrive.com,Australia,New South Wales,13104,8112,453,4538
Darebin Libraries,https://darebinlib.overdrive.com,Australia,Victoria,13103,6751,1603,4748
Cook Memorial Public Library,https://cookmemorial.overdrive.com,United States,Illinois,13086,9783,3302,0
City of Melbourne Libraries,https://melbournelib.overdrive.com,Australia,Victoria,13029,6372,3281,3375
Rapides Parish Library,https://rpl.overdrive.com,United States,Louisiana,12990,6112,2210,4667
Vernon Area Public Library District,https://vapld.overdrive.com,United States,Illinois,12972,12108,862,0
Medway Council,https://medway.overdrive.com,United Kingdom,England,12947,10882,1838,226
Kamikawa Town Library,https://kamikawa-town.overdrive.com,Japan,Saitama,12904,12892,12,0
Büchereien Wien,https://elibrarybw.overdrive.com,Austria,Vienna,12895,10040,2855,0
Shioya Town Library,https://shioya-town-lib.overdrive.com,Japan,Tochigi,12881,12869,12,0
Busan English Library,https://digibel.overdrive.com,South Korea,Gyeongsangdo Province,12853,10018,2835,0
Pickens County Library System,https://pickens.overdrive.com,United States,South Carolina,12825,8135,4690,0
Randwick City Library Services,https://randwick.overdrive.com,Australia,New South Wales,12819,6336,1772,4710
Gila County Library District,https://gcldaz.overdrive.com,United States,Arizona,12774,7024,1004,4746
Alamance County Public Libraries,https://alamancelibraries.overdrive.com,United States,North Carolina,12724,5389,2669,4666
eLibrary 24/7,https://elibrary247.overdrive.com,Australia,New South Wales,12718,6977,989,4752
Waverley Library,https://waverley.overdrive.com,Australia,New South Wales,12647,6097,1797,4752
Hawkesbury Library Service,https://hawkesbury.overdrive.com,Australia,New South Wales,12630,6905,1035,4690
Stockton-on-Tees Libraries,https://e-stockton.overdrive.com,United Kingdom,England,12619,9856,2763,0
Kishiwada City Library,https://kishiwada-city.overdrive.com,Japan,Osaka,12554,12554,0,0
Kuna District Library,https://kuna.overdrive.com,United States,Idaho,12540,8095,4445,0
Susaki City Library,https://city-susaki.overdrive.com,Japan,Kochi,12520,12518,2,0
South Jersey Regional Library Cooperative,https://sjrlc.overdrive.com,United States,New Jersey,12481,8738,3743,0
Boca Raton Public Library,https://bocalibrary.overdrive.com,United States,Florida,12438,6200,1521,4713
Kuriyama Town Library,https://kuriyama-town.overdrive.com,Japan,Hokkaido,12435,12407,28,0
McAllen Public Library,https://mcallen.overdrive.com,United States,Texas,12341,10414,1926,0
Scenic Regional Library,https://scenicregional.overdrive.com,United States,Missouri,12330,8810,3519,0
North Texas Independent Digital Consortium,https://indietexas.overdrive.com,United States,Texas,12179,11228,951,0
Kashiwara Public Library,https://kashiwara-city-library.overdrive.com,Japan,Osaka,12102,12089,13,0
Akkeshi Information Library,https://akkeshi-town.overdrive.com,Japan,Hokkaido,12049,12049,0,0
Northwest Territories Public Libraries,https://nwt.overdrive.com,Canada,Northwest Territories,11983,10093,1890,0
Blacktown City Libraries,https://blacktown.overdrive.com,Australia,New South Wales,11946,6748,455,4743
Maribyrnong Library Services,https://maribyrnong.overdrive.com,Australia,Victoria,11919,6043,1119,4756
Madison County Library System,https://mcls.overdrive.com,United States,Mississippi,11869,4872,2271,4725
London Borough of Camden,https://camdenlibrary.overdrive.com,United Kingdom,London,11868,9667,1468,732
Highland Park Library,https://highlandparktexas.overdrive.com,United States,Texas,11857,4237,2869,4746
Wirral Libraries,https://wirral.overdrive.com,United Kingdom,England,11838,10264,1574,0
Sakura City Library,https://sakuradigital-library.overdrive.com,Japan,Tokyo,11827,11827,0,0
Zhejiang Library (浙江图书馆),https://zjlib.overdrive.com,China,China,11805,10969,836,0
Biblioteca Pública Piloto de Medellín para América Latina,https://colecciondigital.overdrive.com,Colombia,Antioquia,11804,5528,1666,4610
Gauteng Provincial Library Service,https://gauteng.overdrive.com,South Africa,Guateng,11798,10773,1025,0
City of Darwin,https://cityofdarwin.overdrive.com,Australia,Northern Territory,11668,6491,463,4714
Washington District Libraries,https://waggin.overdrive.com,United States,Pennsylvania,11659,9465,2194,0
Sanibel Public Library,https://sanibel.overdrive.com,United States,Florida,11627,6347,543,4737
Lake Macquarie City Library,https://lakemac.overdrive.com,Australia,New South Wales,11577,5142,1683,4752
Rafbókasafnið,https://rafbokasafnid.overdrive.com,Iceland,Iceland,11490,8293,3197,0
RiverShare Library System,https://rivershare.overdrive.com,United States,Iowa,11463,10585,878,0
Parkland Regional Library,https://prls.overdrive.com,Canada,Alberta,11401,2202,4470,4729
Hiraizumi Town Library,https://hiraizumi-town.overdrive.com,Japan,Iwate,11398,11398,0,0
South Tyneside Libraries,https://southtyneside.overdrive.com,United Kingdom,England,11353,6291,371,4690
Westmount Public Library,https://westmount.overdrive.com,Canada,Quebec,11346,5237,1388,4720
Connected Libraries,https://cclcvic.overdrive.com,Australia,Victoria,11322,2955,3656,4710
Shetland Library,https://shetlanduk.overdrive.com,United Kingdom,Scotland,11261,5569,965,4727
York Libraries,https://yorklibraries.overdrive.com,United Kingdom,England,11250,7299,3950,0
Douglas County Public Library,https://douglascpl.overdrive.com,United States,Nevada,11209,3702,2782,4725
Blackpool Libraries,https://blackpool.overdrive.com,United Kingdom,England,11173,6065,949,4158
Woollahra Libraries,https://woollahra.overdrive.com,Australia,New South Wales,11144,5142,1549,4452
Songdo International Children's Library,https://yspubliclib.overdrive.com,South Korea,South Korea,11128,11098,30,0
Magnolia eLibrary,https://emagnolia.overdrive.com,United States,Louisiana,10965,10137,828,0
Port Phillip Library Service,https://portphillip.overdrive.com,Australia,Victoria,10877,6759,2031,2086
Noosa Library Service,https://noosaqld.overdrive.com,Australia,Queensland,10791,4976,1143,4672
Dripping Springs Community Library,https://dscl.overdrive.com,United States,Texas,10784,8708,2075,0
Moray Libraries,https://morayuk.overdrive.com,United Kingdom,Scotland,10749,5344,744,4661
Sydney Mechanics' School of Arts,https://smsa.overdrive.com,Australia,New South Wales,10732,5181,805,4746
Angus Alive,https://angusalive.overdrive.com,United Kingdom,Scotland,10718,3545,2572,4600
Münchner Stadtbibliothek,https://muenchen.overdrive.com,Germany,Bavaria,10689,8092,2597,0
Taipei Public Library,https://taipei.overdrive.com,Taiwan,Taiwan,10643,9204,1439,0
Ceredigion County Libraries,https://ceredigionuk.overdrive.com,United Kingdom,Wales,10601,5456,482,4662
Santa Fe Public Library,https://sanfe.overdrive.com,United States,New Mexico,10596,3975,1865,4755
Helsinki City Library,https://helmet.overdrive.com,Finland,Southern Finland,10594,7772,2822,0
Redondo Beach Public Library,https://rbpl.overdrive.com,United States,California,10568,5556,254,4755
Douglas Borough Council,https://douglasbcuk.overdrive.com,United Kingdom,England,10500,5781,981,3737
Warren County-Vicksburg Public Library,https://warrenco.overdrive.com,United States,Mississippi,10433,5172,507,4753
San Bernardino Public Library,https://sbpl.overdrive.com,United States,California,10407,8585,1822,0
Northwest University,https://nu.overdrive.com,United States,Washington,10374,10372,2,0
National Library of Luxembourg,https://bnllux.overdrive.com,Luxembourg,Luxembourg,10333,9003,1330,0
Cairns Libraries,https://cairnsqld.overdrive.com,Australia,Queensland,10262,4744,769,4749
States of Jersey,https://jerseylibrary.overdrive.com,United Kingdom,England,10213,5026,821,4365
EBOOKS SWITZERLAND,https://swiss.overdrive.com,Switzerland,Switzerland,10208,4356,1177,4675
Renfrewshire Libraries,https://renfrewshire.overdrive.com,United Kingdom,Scotland,10132,8121,2011,0
Isle of Wight Library,https://isleofwightuk.overdrive.com,United Kingdom,England,10018,4484,876,4657
Stadtbibliothek Hannover,https://eausleihe-hannover.overdrive.com,Germany,Germany,9718,7241,2477,0
Hartford Public Library,https://hplct.overdrive.com,United States,Connecticut,9676,3060,1900,4710
Yahapark,https://yahabatown.overdrive.com,Japan,Iwate,9649,4993,3,4653
East Dunbartonshire Libraries,https://edlcuk.overdrive.com,United Kingdom,Scotland,9594,4880,800,3913
Barnsley Libraries,https://barnsley.overdrive.com,United Kingdom,Yorkshire and the Humber,9573,4130,760,4682
Mpumalanga Library and Information Service,https://dcsre-mplis.overdrive.com,South Africa,Mpumalanga,9489,4503,248,4738
Fundación EPM-Biblioteca EPM,https://fundacionepm.overdrive.com,Colombia,Antioquia,9411,3745,1052,4614
Milton Keynes Libraries,https://miltonkeynesuk.overdrive.com,United Kingdom,England,9330,6684,2294,351
Beijing Tongzhou District Library (北京市通州区图书馆),https://tztsg.overdrive.com,China,China,9329,9009,320,0
Stirling Libraries,https://stirlinguk.overdrive.com,United Kingdom,Scotland,9308,3203,1467,4637
Essex County Library,https://essexcountyuk.overdrive.com,United Kingdom,England,9306,4332,387,4584
St. Helens Library Service,https://sthelensuk.overdrive.com,United Kingdom,England,9256,4354,228,4674
Fort Myers Beach Public Library,https://fmb.overdrive.com,United States,Florida,9256,9221,35,0
Culture Perth & Kinross Limited,https://perthandkinross.overdrive.com,United Kingdom,Scotland,9232,3572,1002,4657
Sandwell Libraries,https://sandwelluk.overdrive.com,United Kingdom,England,9145,4356,29,4759
Rancho Mirage Public Library,https://rml.overdrive.com,United States,California,9144,6505,2638,0
Bryan and College Station Public Library System,https://bcsdmc.overdrive.com,United States,Texas,9128,7115,2013,0
Blue Mountains City Library Services,https://bmccnsw.overdrive.com,Australia,New South Wales,9119,4155,716,4248
Islington Libraries,https://islingtonuk.overdrive.com,United Kingdom,London,9089,4417,29,4642
Clinton Essex Franklin Library System,https://cefls.overdrive.com,United States,New York,9065,7825,1240,0
Seki City Library,https://sekicity.overdrive.com,Japan,Gifu,9046,4602,8,4436
Whittier Public Library,https://whittierpubliclibrary.overdrive.com,United States,California,8972,3274,942,4755
Leeds Libraries,https://leedslibraryuk.overdrive.com,United Kingdom,England,8967,4238,12,4716
Hubei Provincial Library (湖北省图书馆),https://hubei.overdrive.com,China,China,8944,8002,942,0
Tallinn Central Library,https://keskraamatukogu.overdrive.com,Estonia,Estonia,8932,3071,1246,4615
Highland Libraries,https://highlanduk.overdrive.com,United Kingdom,Scotland,8923,4238,12,4672
Merthyr Libraries,https://merthyruk.overdrive.com,United Kingdom,Wales,8913,4238,12,4662
Staffordshire County Council,https://staffordshireuk.overdrive.com,United Kingdom,England,8881,4103,20,4758
Dublin City Libraries,https://dublincityie.overdrive.com,Ireland,Leinster,8862,4261,7,4591
Wexford County Council Public Libraries,https://wexfordie.overdrive.com,Ireland,Leinster,8854,4255,7,4591
Thailand Knowledge Park,https://tkpark.overdrive.com,Thailand,Bangkok,8828,3701,472,4655
Stadtbibliothek Bremen,https://bremen.overdrive.com,Germany,Germany,8812,3466,681,4665
Shenzhen Library (深圳图书馆),https://sz.overdrive.com,China,China,8810,7949,861,0
Machida City Library,https://machida-library.overdrive.com,Japan,Tokyo,8794,4082,0,4712
Toowoomba Region Libraries,https://toowoombaqld.overdrive.com,Australia,Queensland,8783,2743,1283,4757
Limerick City & County Library,https://limerickie.overdrive.com,Ireland,Munster,8778,4179,7,4591
South Ayrshire Libraries,https://south-ayrshire.overdrive.com,United Kingdom,Scotland,8773,6879,1894,0
Comfama,https://comfama.overdrive.com,Colombia,Antioquia,8755,7955,800,0
Multinational Force and Observers,https://mfo.overdrive.com,Egypt,Egypt,8743,3459,665,4617
Durham County Council,https://durhamcountyuk.overdrive.com,United Kingdom,England,8712,4086,12,4613
Salinas Public Library,https://salinaspubliclibrary.overdrive.com,United States,California,8708,6707,1998,0
Sandoval County Library Consortium,https://sandoval.overdrive.com,United States,New Mexico,8670,6202,2468,0
Wiltshire Council Libraries,https://wiltshirelibsuk.overdrive.com,United Kingdom,England,8657,2715,1339,4603
Palmetto Library Consortium,https://palmetto.overdrive.com,United States,South Carolina,8639,5919,2720,0
Derbyshire County Council,https://derbyshireuk.overdrive.com,United Kingdom,England,8597,0,3983,4613
Nordleihe,https://nordleihe.overdrive.com,Germany,Germany,8596,3838,4718,40
Wyndham City Libraries,https://wyndhamvic.overdrive.com,Australia,Victoria,8586,2510,1318,4756
Coventry City Library,https://coventrycityuk.overdrive.com,United Kingdom,England,8544,3792,29,4722
Hood County Public Library,https://hoodcounty.overdrive.com,United States,Texas,8507,2476,1276,4755
Conyers-Rockdale Library System,https://conyersrockdale.overdrive.com,United States,Georgia,8500,3116,725,4659
County of Brant Public Library,https://brant.overdrive.com,Canada,Ontario,8474,6534,1940,0
Oslo Public Library,https://deichman.overdrive.com,Norway,Oslo,8383,5460,2923,0
Southeast Alabama Digital Library,https://seadl.overdrive.com,United States,Alabama,8374,5776,2598,0
Bartlett Public Library,https://virtualbpld.overdrive.com,United States,Illinois,8368,6535,1833,0
West Berkshire Libraries,https://westberks.overdrive.com,United Kingdom,England,8358,3886,985,3486
Central Highlands Regional Library,https://chl.overdrive.com,Australia,Victoria,8311,3239,325,4746
Appalachian Regional Library,https://arl.overdrive.com,United States,North Carolina,8302,3163,378,4761
Jackson-George Regional Library System,https://jgrls.overdrive.com,United States,Mississippi,8258,2437,1097,4722
Microsoft Library,https://msl.overdrive.com,United States,Washington,8246,6587,1659,0
Blue Ridge Regional Library,https://brrl.overdrive.com,United States,Virginia,8222,7521,700,0
Virginia Piedmont Public Libraries,https://vppl.overdrive.com,United States,Virginia,8204,6297,1907,0
South East Zone,https://southeastzone.overdrive.com,Australia,New South Wales,8201,1909,1536,4756
Danbury Public Library,https://danburylibrary.overdrive.com,United States,Connecticut,8197,7488,708,0
Fife Libraries,https://fifeuk.overdrive.com,United Kingdom,Scotland,8171,5964,2207,0
Melton Library & Learning Hub,https://meltonvic.overdrive.com,Australia,Victoria,8075,4257,1896,1920
Colbert Digital Downloads,https://colbertdigitaldownloads.overdrive.com,United States,Alabama,8034,7227,807,0
Santa Rosa County Library System,https://santarosa.overdrive.com,United States,Florida,8025,2479,1303,4243
Bayside Library NSW,https://baysidensw.overdrive.com,Australia,New South Wales,8017,2298,964,4754
Kings County Library,https://kings.overdrive.com,United States,California,7994,2697,618,4679
Nacogdoches Public Library,https://npl.overdrive.com,United States,Texas,7940,6436,1504,0
Frankston City Libraries,https://frankston.overdrive.com,Australia,Victoria,7939,3453,2772,1712
Crawford County Federated Library System,https://ccfls.overdrive.com,United States,Pennsylvania,7859,2105,989,4761
Southern Downs Regional Council,https://sdrcqld.overdrive.com,Australia,Queensland,7854,2477,714,4661
Franklin County Library System,https://fclspa.overdrive.com,United States,Pennsylvania,7807,6262,1545,0
Jiangsu Children's Digital Library (江苏省少儿数字图书馆),https://jscl.overdrive.com,China,China,7756,7365,391,0
Central West Zone,https://centralwestzone.overdrive.com,Australia,New South Wales,7749,1394,1599,4756
St. Lucie County Library System,https://stlucieco.overdrive.com,United States,Florida,7748,7634,114,0
Brunswick County Library,https://brunswickcounty.overdrive.com,United States,North Carolina,7735,6950,785,0
Listening Books,https://listening-books.overdrive.com,United Kingdom,England,7721,41,7680,0
Nottinghamshire Libraries,https://nottinghamshire.overdrive.com,United Kingdom,England,7676,0,3069,4606
Westleihe24,https://westleihe24.overdrive.com,Germany,North Rhine-Westphalia,7613,2341,606,4666
Jessie F. Hallett Memorial Library,https://jessiehallett.overdrive.com,United States,Minnesota,7613,6533,1079,0
Chiryu City Library,https://chiryucity.overdrive.com,Japan,Aichi,7520,2829,10,4681
Hocutt Ellington Memorial Library,https://claytonnc.overdrive.com,United States,North Carolina,7493,7027,464,0
Newcastle Region Library,https://newcastleau.overdrive.com,Australia,New South Wales,7312,1136,1456,4719
Stadtbibliothek Stuttgart,https://stuttgart.overdrive.com,Germany,Baden-Württemberg,7282,2055,490,4737
Gatineau Public Library,https://gatineauca.overdrive.com,Canada,Quebec,7274,2865,51,4357
Miyoshi City Library,https://miyoshi-city.overdrive.com,Japan,Tokushima,7177,2507,0,4670
Willoughby City Council,https://willoughbycc.overdrive.com,Australia,New South Wales,7169,1325,1089,4754
National Library and Information System Authority,https://enalis.overdrive.com,Trinidad and Tobago,Trincity,7162,6999,163,0
Anan City Library,https://anan.overdrive.com,Japan,Tokushima,7140,7095,45,0
Aura Leisure and Libraries - Flintshire,https://aurauk.overdrive.com,United Kingdom,Wales,7110,2038,409,4662
Navajo County Library District,https://navajoco.overdrive.com,United States,Arizona,7094,1247,1095,4752
San Juan Community Library,https://ebookssjclibrary.overdrive.com,Puerto Rico,Puerto Rico,7075,6917,158,0
Prairie State College,https://prairiestate.overdrive.com,United States,Illinois,7072,6546,526,0
Bayside Library Service,https://baysidelibrary.overdrive.com,Australia,Victoria,7048,3812,861,2373
Gympie Regional Libraries,https://gympie.overdrive.com,Australia,Queensland,7009,2006,346,4657
Coffs Harbour Libraries,https://coffsharbour.overdrive.com,Australia,New South Wales,6978,1285,1031,4662
Mississippi eBook Library Partnership,https://mlpebooks.overdrive.com,United States,Mississippi,6896,5957,939,0
Hobsons Bay Libraries,https://hobsonsbayvic.overdrive.com,Australia,Victoria,6871,958,1172,4740
Coweta Public Library System,https://cpls.overdrive.com,United States,Georgia,6837,4877,1959,0
Northamptonshire Libraries and Information Services,https://northamptonshire.overdrive.com,United Kingdom,England,6826,3963,2862,0
Durango Public Library,https://durango.overdrive.com,United States,Colorado,6749,3982,2767,0
Goldfields Libraries,https://ncgrl.overdrive.com,Australia,Victoria,6721,1045,1164,4511
Leicestershire Library Services,https://leicestershire.overdrive.com,United Kingdom,England,6619,0,2019,4599
Zhongshan Public Library (中山市中山图书馆),https://zslib.overdrive.com,China,China,6602,6207,395,0
Onomichi City Library,https://onomichi-city.overdrive.com,Japan,Hiroshima,6550,6483,67,0
Hempstead County Library,https://hempcolib.overdrive.com,United States,Arkansas,6540,5263,996,281
Shanghai Library (上海图书馆),https://sh.overdrive.com,China,China,6497,5551,946,0
Massanutten Regional Library,https://mrl.overdrive.com,United States,Virginia,6478,4280,2197,0
Northwest Regional Library System,https://nwrlib.overdrive.com,United States,Minnesota,6460,4822,1638,0
Dorset Libraries,https://dorsetuk.overdrive.com,United Kingdom,England,6438,4238,2009,191
Clarence Valley/Richmond Valley Libraries,https://crlnsw.overdrive.com,Australia,New South Wales,6428,805,868,4755
Bibliothèque de Vaudreuil-Dorion,https://vaudreuildorion.overdrive.com,Canada,Quebec,6408,1640,108,4660
Swansea Libraries,https://swanseauk.overdrive.com,United Kingdom,Wales,6399,145,1591,4662
Cumberland and Westmorland and Furness Libraries,https://cumbriauk.overdrive.com,United Kingdom,England,6370,619,1019,4731
Hume Libraries,https://humecity.overdrive.com,Australia,Victoria,6367,1154,456,4756
Mackay Libraries,https://mackayqld.overdrive.com,Australia,Queensland,6360,1055,585,4720
Milton Public Library,https://milton.overdrive.com,Canada,Ontario,6349,4572,1777,0
Fraser Coast Regional Libraries,https://frasercoast.overdrive.com,Australia,Queensland,6347,802,823,4722
Mitchell Shire Library Service,https://mslsau.overdrive.com,Australia,Victoria,6316,1106,537,4673
Rockhampton Regional Library Services,https://rockhampton.overdrive.com,Australia,Queensland,6286,675,853,4758
Hunter Libraries Group,https://hunterlibrariesgroup.overdrive.com,Australia,New South Wales,6254,248,1270,4736
Johnston County Affiliated Libraries,https://johnston.overdrive.com,United States,North Carolina,6230,5619,611,0
Chungcheongnam-do Library,https://cnelib.overdrive.com,South Korea,South Korea,6171,5107,1064,0
Central Northern Regional Library,https://cnlnsw.overdrive.com,Australia,New South Wales,6124,505,896,4722
Richmond-Tweed Regional Library,https://rtrlnsw.overdrive.com,Australia,New South Wales,6105,729,620,4756
Beijing Xicheng Children's Library (北京市西城区青少年儿童图书馆),https://xs.overdrive.com,China,China,6058,5700,358,0
Greenwood County Library System,https://greenwoodsc.overdrive.com,United States,South Carolina,5990,3717,2273,0
MidCoast Libraries,https://midcoastnsw.overdrive.com,Australia,New South Wales,5954,910,386,4657
Penang Digital Library,https://penang.overdrive.com,Malaysia,Penang,5887,5720,167,0
Northeast Alabama Community College,https://nacc.overdrive.com,United States,Alabama,5827,811,265,4751
East Chicago Public Library,https://ecpl.overdrive.com,United States,Indiana,5819,4619,1200,0
Townsville Library Service,https://townsvilleqld.overdrive.com,Australia,Queensland,5769,9,1011,4749
Suffolk Public Library System,https://suffolkva.overdrive.com,United States,Virginia,5729,3739,1990,0
Stadtbücherei Biberach,https://biberach.overdrive.com,Germany,Baden-Württemberg,5714,4080,1634,0
Viken Fylkesbibliotek,https://viken.overdrive.com,Norway,Oslo,5713,2716,2997,0
Shorelink Library Network,https://shorelinknsw.overdrive.com,Australia,New South Wales,5695,696,245,4754
Gladstone Regional Libraires,https://gladstonelib.overdrive.com,Australia,Queensland,5657,741,165,4749
Hull Libraries,https://hulllibrariesuk.overdrive.com,United Kingdom,Yorkshire and the Humber,5632,728,743,4161
Corangamite Moyne Library Service,https://corangamite.overdrive.com,Australia,Victoria,5591,4,836,4751
OverDrive Verbund Franken,https://franken.overdrive.com,Germany,Bayern,5581,4006,1575,0
Vale of Glamorgan Libraries,https://valeofglamorgan.overdrive.com,United Kingdom,Wales,5577,145,768,4662
Shanghai Children's Library (上海少年儿童图书馆),https://sst.overdrive.com,China,China,5551,5288,263,0
Walsall Libraries,https://walsalluk.overdrive.com,United Kingdom,England,5532,0,772,4759
Wellington Shire Library Service,https://wellingtonvic.overdrive.com,Australia,Victoria,5522,594,182,4746
National Library of Korea - Sejong,https://sejong.overdrive.com,South Korea,Hoseo,5470,5440,30,0
Livingston Parish Library,https://livingstla.overdrive.com,United States,Louisiana,5426,753,0,4671
Lebanon County Libraries,https://lclibs.overdrive.com,United States,Pennsylvania,5377,4145,1232,0
Oak Ridge Public Library,https://orpl.overdrive.com,United States,Tennessee,5376,4060,1315,0
Dare County Library,https://darecounty.overdrive.com,United States,North Carolina,5376,585,35,4755
"Arizona State Library, Archives And Public Records",https://azlibrary.overdrive.com,United States,Arizona,5366,585,35,4746
City of Altamonte Springs Library,https://altamonte.overdrive.com,United States,Florida,5365,4754,611,0
Hindmarsh Shire Libraries,https://hindmarsh.overdrive.com,Australia,Victoria,5349,517,75,4756
Wokingham Libraries,https://wokinghamuk.overdrive.com,United Kingdom,England,5272,3591,1680,0
Sølvberget bibliotek og kulturhus,https://stavanger.overdrive.com,Norway,Stavanger,5239,3064,2175,0
Geelong Regional Library,https://geelongvic.overdrive.com,Australia,Victoria,5231,460,30,4740
Books (Réseau BIBLIO),https://crsbpl.overdrive.com,Canada,Quebec,5216,4816,400,0
East Gippsland Shire Library,https://eastgippsland.overdrive.com,Australia,Victoria,5192,460,30,4702
DPEP Tech & Digital Knowledge Center,https://disneytech.overdrive.com,United States,Florida,5191,232,211,4748
Roscommon County Library,https://roscommonie.overdrive.com,Ireland,Connacht,5181,567,22,4591
Worcestershire County Libraries,https://worcesteruk.overdrive.com,United Kingdom,England,5179,453,29,4697
Fairfield City Open Libraries,https://fairfieldnsw.overdrive.com,Australia,New South Wales,5172,460,55,4657
Beaumont Library District,https://bld.overdrive.com,United States,California,5161,4537,623,0
Smoky Valley Library District,https://svld.overdrive.com,United States,Nevada,5140,2780,2357,0
Carlow County Library,https://carlowcounty.overdrive.com,Ireland,Carlow,5120,412,116,4591
Bibliotheque de Montmagny,https://bibliomontmagny.overdrive.com,Canada,Quebec,5114,344,20,4750
Wakefield Libraries and Information Services,https://wakefielduk.overdrive.com,United Kingdom,England,5080,4227,852,0
Cache County Library,https://cachecounty.overdrive.com,United States,Utah,5049,3333,1716,0
Niagara-on-the-Lake Public Library,https://notlpubliclibrary.overdrive.com,Canada,Ontario,5020,344,20,4656
Coventry Public Library,https://coventry.overdrive.com,United States,Rhode Island,5011,333,0,4677
Windsor Public Library,https://windsorca.overdrive.com,Canada,Ontario,4993,542,35,4414
"LIBRI System, Inc.",https://libriid.overdrive.com,United States,Idaho,4977,4018,958,0
Arlington Heights Memorial Library,https://ahmlil.overdrive.com,United States,Illinois,4968,216,0,4752
Orange County Public Library,https://ocnc.overdrive.com,United States,North Carolina,4966,3403,1563,0
Niederrhein,https://niederrhein.overdrive.com,Germany,North Rhine-Westphalia,4961,3498,1463,0
Central Highlands Regional Council Library Services,https://chrclib.overdrive.com,Australia,Queensland,4947,83,118,4746
Magazines (Réseau BIBLIO),https://biblioquebec.overdrive.com,Canada,Quebec,4885,198,15,4672
Stadtbüchereien Düsseldorf,https://duesseldorf.overdrive.com,Germany,North Rhine-Westphalia,4864,181,13,4670
Westmeath County Library,https://westmeathie.overdrive.com,Ireland,Leinster,4856,147,117,4591
Yarra Libraries,https://yarralibraries.overdrive.com,Australia,Victoria,4834,50,1924,2859
Wrexham County Library,https://wrexhamuk.overdrive.com,United Kingdom,Wales,4822,145,12,4664
